CKPT_TYPE,THREADS,SPEC_WINDOW,OBJECTS,M,P_SHIFT,SPEC_WINDOWS,ROLLBACKS,TOTAL_EVENTS,COMMITTED_EVENTS,FILTERED_EVENTS
grid_ckpt,10,0.25,128,1,4,74344,0,1548551,1548551,0
grid_ckpt,10,0.25,128,1,4,73873,0,1538287,1538287,0
grid_ckpt,10,0.25,128,1,4,73910,0,1538970,1538970,0
grid_ckpt,10,0.25,128,1,4,74070,0,1542304,1542304,0
grid_ckpt,10,0.25,128,1,4,73417,0,1528831,1528831,0
chunk_ckpt,10,0.25,128,1,4,21410,0,445403,445403,0
chunk_ckpt,10,0.25,128,1,4,21223,0,441407,441407,0
chunk_ckpt,10,0.25,128,1,4,21274,0,442452,442452,0
chunk_ckpt,10,0.25,128,1,4,21077,0,438176,438176,0
chunk_ckpt,10,0.25,128,1,4,21149,0,439776,439776,0
full_ckpt,10,0.25,128,1,4,1250,0,26542,26542,0
full_ckpt,10,0.25,128,1,4,1249,0,26522,26522,0
full_ckpt,10,0.25,128,1,4,1251,0,26561,26561,0
full_ckpt,10,0.25,128,1,4,1250,0,26561,26561,0
full_ckpt,10,0.25,128,1,4,1249,0,26522,26522,0
mmap_mv,10,0.25,128,1,4,21261,0,451217,451217,0
mmap_mv,10,0.25,128,1,4,20779,0,440287,440287,0
mmap_mv,10,0.25,128,1,4,20995,0,445182,445182,0
mmap_mv,10,0.25,128,1,4,20677,0,437972,437972,0
mmap_mv,10,0.25,128,1,4,21328,0,452781,452781,0
grid_ckpt,10,0.25,128,1,5,128523,0,2683209,2683209,0
grid_ckpt,10,0.25,128,1,5,129975,0,2713243,2713243,0
grid_ckpt,10,0.25,128,1,5,128343,0,2679627,2679627,0
grid_ckpt,10,0.25,128,1,5,128408,0,2680848,2680848,0
grid_ckpt,10,0.25,128,1,5,127073,0,2652743,2652743,0
chunk_ckpt,10,0.25,128,1,5,32588,0,681067,681067,0
chunk_ckpt,10,0.25,128,1,5,32545,0,680082,680082,0
chunk_ckpt,10,0.25,128,1,5,32999,0,689521,689521,0
chunk_ckpt,10,0.25,128,1,5,32566,0,680640,680640,0
chunk_ckpt,10,0.25,128,1,5,32317,0,675218,675218,0
full_ckpt,10,0.25,128,1,5,1256,0,26679,26679,0
full_ckpt,10,0.25,128,1,5,1259,0,26747,26747,0
full_ckpt,10,0.25,128,1,5,1251,0,26561,26561,0
full_ckpt,10,0.25,128,1,5,1245,0,26437,26437,0
full_ckpt,10,0.25,128,1,5,1239,0,26327,26327,0
mmap_mv,10,0.25,128,1,5,34769,0,716981,716981,0
mmap_mv,10,0.25,128,1,5,35211,0,724805,724805,0
mmap_mv,10,0.25,128,1,5,35299,0,726811,726811,0
mmap_mv,10,0.25,128,1,5,34508,0,712601,712601,0
mmap_mv,10,0.25,128,1,5,35405,0,729067,729067,0
grid_ckpt,10,0.25,128,1,6,188064,0,3918384,3918384,0
grid_ckpt,10,0.25,128,1,6,187618,0,3908801,3908801,0
grid_ckpt,10,0.25,128,1,6,188478,0,3926508,3926508,0
grid_ckpt,10,0.25,128,1,6,187377,0,3904089,3904089,0
grid_ckpt,10,0.25,128,1,6,186653,0,3888927,3888927,0
chunk_ckpt,10,0.25,128,1,6,53806,0,1120590,1120590,0
chunk_ckpt,10,0.25,128,1,6,53737,0,1118910,1118910,0
chunk_ckpt,10,0.25,128,1,6,53061,0,1104540,1104540,0
chunk_ckpt,10,0.25,128,1,6,53971,0,1124089,1124089,0
chunk_ckpt,10,0.25,128,1,6,53744,0,1119233,1119233,0
full_ckpt,10,0.25,128,1,6,1253,0,26605,26605,0
full_ckpt,10,0.25,128,1,6,1260,0,26775,26775,0
full_ckpt,10,0.25,128,1,6,1253,0,26604,26604,0
full_ckpt,10,0.25,128,1,6,1260,0,26775,26775,0
full_ckpt,10,0.25,128,1,6,1250,0,26545,26545,0
mmap_mv,10,0.25,128,1,6,35574,0,739650,739650,0
mmap_mv,10,0.25,128,1,6,60133,0,1241200,1241200,0
mmap_mv,10,0.25,128,1,6,36116,0,748846,748846,0
mmap_mv,10,0.25,128,1,6,61972,0,1274210,1274210,0
mmap_mv,10,0.25,128,1,6,62180,0,1277358,1277358,0
grid_ckpt,10,0.25,128,1,7,251910,0,5243428,5243428,0
grid_ckpt,10,0.25,128,1,7,252157,0,5248879,5248879,0
grid_ckpt,10,0.25,128,1,7,250418,0,5212024,5212024,0
grid_ckpt,10,0.25,128,1,7,249713,0,5197038,5197038,0
grid_ckpt,10,0.25,128,1,7,251525,0,5235297,5235297,0
chunk_ckpt,10,0.25,128,1,7,93804,0,1958389,1958389,0
chunk_ckpt,10,0.25,128,1,7,98222,0,2050527,2050527,0
chunk_ckpt,10,0.25,128,1,7,99340,0,2073289,2073289,0
chunk_ckpt,10,0.25,128,1,7,98948,0,2065263,2065263,0
chunk_ckpt,10,0.25,128,1,7,98208,0,2050234,2050234,0
full_ckpt,10,0.25,128,1,7,1262,0,26808,26808,0
full_ckpt,10,0.25,128,1,7,1260,0,26775,26775,0
full_ckpt,10,0.25,128,1,7,1259,0,26753,26753,0
full_ckpt,10,0.25,128,1,7,1258,0,26731,26731,0
full_ckpt,10,0.25,128,1,7,1263,0,26843,26843,0
mmap_mv,10,0.25,128,1,7,118864,0,2395229,2395229,0
mmap_mv,10,0.25,128,1,7,118954,0,2396314,2396314,0
mmap_mv,10,0.25,128,1,7,118751,0,2393294,2393294,0
mmap_mv,10,0.25,128,1,7,121776,0,2453088,2453088,0
mmap_mv,10,0.25,128,1,7,119214,0,2402123,2402123,0
grid_ckpt,10,0.25,128,1,8,296514,0,6168298,6168298,0
grid_ckpt,10,0.25,128,1,8,298984,0,6221481,6221481,0
grid_ckpt,10,0.25,128,1,8,302846,0,6302713,6302713,0
grid_ckpt,10,0.25,128,1,8,295841,0,6154189,6154189,0
grid_ckpt,10,0.25,128,1,8,297253,0,6183943,6183943,0
chunk_ckpt,10,0.25,128,1,8,158537,0,3302112,3302112,0
chunk_ckpt,10,0.25,128,1,8,165033,0,3436798,3436798,0
chunk_ckpt,10,0.25,128,1,8,161935,0,3373908,3373908,0
chunk_ckpt,10,0.25,128,1,8,165885,0,3454566,3454566,0
chunk_ckpt,10,0.25,128,1,8,165534,0,3447220,3447220,0
full_ckpt,10,0.25,128,1,8,1260,0,26769,26769,0
full_ckpt,10,0.25,128,1,8,1253,0,26603,26603,0
full_ckpt,10,0.25,128,1,8,1256,0,26677,26677,0
full_ckpt,10,0.25,128,1,8,1256,0,26679,26679,0
full_ckpt,10,0.25,128,1,8,1252,0,26587,26587,0
mmap_mv,10,0.25,128,1,8,193124,0,3858938,3858938,0
mmap_mv,10,0.25,128,1,8,193150,0,3859465,3859465,0
mmap_mv,10,0.25,128,1,8,191009,0,3814961,3814961,0
mmap_mv,10,0.25,128,1,8,194624,0,3887675,3887675,0
mmap_mv,10,0.25,128,1,8,192514,0,3846791,3846791,0
grid_ckpt,10,0.25,128,10,4,15438,0,3213024,3213024,0
grid_ckpt,10,0.25,128,10,4,15492,0,3224114,3224114,0
grid_ckpt,10,0.25,128,10,4,15474,0,3220101,3220101,0
grid_ckpt,10,0.25,128,10,4,15457,0,3216976,3216976,0
grid_ckpt,10,0.25,128,10,4,15450,0,3215246,3215246,0
chunk_ckpt,10,0.25,128,10,4,3965,0,824328,824328,0
chunk_ckpt,10,0.25,128,10,4,3950,0,821313,821313,0
chunk_ckpt,10,0.25,128,10,4,3957,0,822598,822598,0
chunk_ckpt,10,0.25,128,10,4,3962,0,823608,823608,0
chunk_ckpt,10,0.25,128,10,4,3956,0,822520,822520,0
full_ckpt,10,0.25,128,10,4,1190,0,244403,244403,0
full_ckpt,10,0.25,128,10,4,1194,0,245255,245255,0
full_ckpt,10,0.25,128,10,4,1192,0,244843,244843,0
full_ckpt,10,0.25,128,10,4,1186,0,243643,243643,0
full_ckpt,10,0.25,128,10,4,1200,0,246408,246408,0
mmap_mv,10,0.25,128,10,4,3767,0,771380,771380,0
mmap_mv,10,0.25,128,10,4,3734,0,763966,763966,0
mmap_mv,10,0.25,128,10,4,1556,0,316925,316925,0
mmap_mv,10,0.25,128,10,4,3759,0,769430,769430,0
mmap_mv,10,0.25,128,10,4,1554,0,316421,316421,0
